brand,body_type,year,month,fuel_type,transmission,engine_vol,mileage_k,condition,owners,reg_type,fuel_efficiency,max_power,seats,segment,price_inr,age,mileage_per_year,age_squared,brand_tier
Volkswagen,SUV,2019,5,Petrol,Manual,1.0,13.0,Excellent,1,Private,19.4,75.0,5,Mid-Range,480000,6.9,1.9,47.6,2
Hyundai,Hatchback,2014,5,Petrol,Manual,1.2,60.0,Excellent,2,Private,18.9,82.0,5,Mid-Range,400000,11.9,5.0,141.6,2
Maruti Suzuki,Sedan,2014,11,Petrol,Manual,1.2,35.0,Excellent,1,Private,19.1,85.8,5,Budget,487000,11.4,3.1,130.0,1
Hyundai,Sedan,2016,5,Petrol,Manual,1.2,44.0,Excellent,2,Private,19.1,82.0,5,Mid-Range,386000,9.9,4.4,98.0,2
Honda,Sedan,2005,10,Petrol,Manual,1.5,120.0,Good,2,Private,13.0,100.0,5,Mid-Range,100000,20.5,5.9,420.2,2
Toyota,Sedan,2010,9,Diesel,Manual,1.4,60.0,Excellent,1,Private,21.4,87.2,5,Mid-Range,300000,15.6,3.8,243.4,2
Daewoo,Hatchback,2000,10,Petrol,Manual,0.8,60.0,Fair,1,Private,18.5,53.0,5,Budget,100000,25.5,2.4,650.2,1
Toyota,SUV,2014,3,Diesel,Manual,3.0,30.0,Fair,2,Private,13.0,168.5,7,Mid-Range,1750000,12.1,2.5,146.4,2
Mahindra,Sedan,2016,6,Petrol,Manual,1.2,15.0,Good,2,Private,18.2,82.0,6,Mid-Range,450000,9.8,1.5,96.0,2
Tata,MUV,2017,8,Diesel,Manual,1.2,90.0,Excellent,1,Private,23.0,74.0,5,Budget,490000,8.7,10.3,75.7,1
Honda,Sedan,2009,11,Petrol,Manual,1.5,47.0,Good,2,Private,17.0,118.0,5,Mid-Range,345000,16.4,2.9,269.0,2
Maruti Suzuki,Hatchback,2005,9,Petrol,Manual,1.0,90.0,Fair,1,Private,17.3,60.0,5,Budget,85000,20.6,4.4,424.4,1
Maruti Suzuki,Hatchback,2010,7,Petrol + CNG,Manual,1.0,120.6,Fair,2,Private,18.9,67.1,5,Budget,215000,15.8,7.6,249.6,1
Hyundai,Sedan,2010,12,Petrol,Manual,1.6,100.0,Good,3,Private,16.2,103.2,5,Mid-Range,320000,15.3,6.5,234.1,2
Maruti Suzuki,Sedan,2016,3,Petrol,Manual,1.2,60.0,Excellent,2,Private,20.8,83.1,5,Budget,459999,10.1,5.9,102.0,1
Hyundai,SUV,2005,1,Petrol + CNG,Manual,1.3,86.0,Fair,1,Taxi,15.3,83.0,5,Mid-Range,65000,21.2,4.1,449.4,2
Hyundai,Hatchback,2020,4,Petrol,Manual,1.2,5.0,Excellent,1,Taxi,18.6,81.9,5,Mid-Range,720000,6.0,0.8,36.0,2
Maruti Suzuki,Sedan,2017,6,Diesel,Manual,1.2,37.0,Good,1,Private,28.1,88.5,5,Budget,800000,8.8,4.2,77.4,1
Tata,Hatchback,2019,3,Electric (EV),Manual,1.2,14.0,Excellent,1,Private,20.3,84.0,5,Budget,520000,7.1,2.0,50.4,1
Maruti Suzuki,MUV,2015,1,Diesel,Manual,1.2,70.0,Good,1,Taxi,20.8,88.8,7,Budget,580000,11.2,6.2,125.4,1
Toyota,Hatchback,2012,6,Diesel,Manual,1.5,120.0,Fair,1,Bharat,18.0,80.0,5,Mid-Range,235000,13.8,8.7,190.4,2
Honda,Sedan,2015,1,Petrol,Manual,1.5,50.0,Good,1,Private,17.4,117.3,5,Mid-Range,600000,11.2,4.5,125.4,2
Honda,Hatchback,2014,9,Petrol,Manual,1.2,60.0,Excellent,2,Private,19.4,86.8,5,Mid-Range,290000,11.6,5.2,134.6,2
Maruti Suzuki,Hatchback,2016,11,Petrol + CNG,Manual,1.0,50.0,Excellent,1,Private,26.6,58.2,5,Budget,360000,9.4,5.3,88.4,1
Maruti Suzuki,Sedan,2017,12,Petrol + CNG,Manual,1.2,50.0,Excellent,1,Private,20.8,83.1,5,Budget,550000,8.3,6.0,68.9,1
Hyundai,Hatchback,2013,1,Petrol,Manual,1.2,70.0,Good,1,Private,18.5,82.8,5,Mid-Range,375000,13.2,5.3,174.2,2
Maruti Suzuki,Minivan,2003,6,Petrol + CNG,Manual,1.5,90.0,Fair,2,Private,18.0,80.0,5,Budget,40000,22.8,3.9,519.8,1
Maruti Suzuki,Hatchback,2018,1,Petrol,Automatic,1.0,35.0,Excellent,1,Private,20.5,67.0,5,Budget,420000,8.2,4.3,67.2,1
Maruti Suzuki,Sedan,2017,12,Petrol,Manual,1.2,20.0,Excellent,1,Taxi,21.2,81.8,5,Budget,550000,8.3,2.4,68.9,1
Maruti Suzuki,Hatchback,2018,7,Petrol,Manual,0.8,20.0,Excellent,1,Private,24.7,47.3,5,Budget,270000,7.8,2.6,60.8,1
Maruti Suzuki,Sedan,2018,3,Petrol,Automatic,1.2,7.8,Excellent,1,Private,22.0,81.8,5,Budget,700000,8.1,1.0,65.6,1
Maruti Suzuki,Hatchback,2017,6,Petrol,Manual,1.2,20.0,Excellent,1,Private,20.4,81.8,5,Budget,500000,8.8,2.3,77.4,1
Tata,SUV,2019,7,Diesel,Manual,2.2,15.0,Good,1,Private,17.6,147.9,7,Budget,1250000,6.8,2.2,46.2,1
Hyundai,Hatchback,2013,1,Petrol,Manual,1.2,31.4,Good,2,Taxi,18.5,82.8,5,Mid-Range,320000,13.2,2.4,174.2,2
Maruti Suzuki,Sedan,2018,1,Diesel,Manual,1.2,50.0,Good,1,Private,28.4,74.0,5,Budget,700000,8.2,6.1,67.2,1
Maruti Suzuki,Hatchback,2015,5,Petrol + CNG,Manual,1.0,60.0,Good,1,Private,20.5,67.0,5,Budget,290000,10.9,5.5,118.8,1
Toyota,Sedan,2012,6,Petrol,Automatic,1.8,100.0,Good,1,Private,14.5,138.1,5,Mid-Range,550000,13.8,7.2,190.4,2
Honda,Hatchback,2012,9,Petrol,Manual,1.2,60.0,Fair,1,Private,19.4,86.8,5,Mid-Range,265000,13.6,4.4,185.0,2
Maruti Suzuki,Hatchback,2018,1,Petrol,Automatic,1.2,5.0,Excellent,1,Private,21.4,83.1,5,Budget,830000,8.2,0.6,67.2,1
Tata,SUV,2017,4,Diesel,Manual,2.2,60.0,Good,1,Private,14.1,147.9,7,Budget,800000,9.0,6.7,81.0,1
Maruti Suzuki,Sedan,2011,10,Petrol,Manual,0.8,25.0,Good,2,Private,19.7,46.3,5,Budget,160000,14.5,1.7,210.2,1
Renault,Hatchback,2018,8,Petrol,Manual,0.8,30.0,Excellent,1,Private,25.2,53.3,5,Budget,335000,7.7,3.9,59.3,1
Datsun,Sedan,2017,10,Petrol,Manual,1.2,80.0,Good,2,Private,20.6,67.0,5,Budget,329000,8.5,9.4,72.2,1
Maruti Suzuki,SUV,2017,9,Diesel,Manual,1.2,75.0,Good,1,Bharat,24.3,88.5,5,Budget,775000,8.6,8.7,74.0,1
Hyundai,SUV,2020,3,Petrol,Manual,1.2,32.0,Excellent,1,Private,20.1,81.9,5,Mid-Range,524000,6.1,5.2,37.2,2
Maruti Suzuki,Hatchback,2015,11,Petrol,Manual,0.8,40.0,Good,1,Bharat,22.7,47.3,5,Budget,245000,10.4,3.8,108.2,1
Hyundai,Hatchback,2012,2,Petrol,Manual,1.2,93.0,Good,2,Private,17.0,80.0,5,Mid-Range,275000,14.2,6.5,201.6,2
Tata,Hatchback,2018,4,Petrol,Manual,1.2,60.0,Excellent,1,Taxi,17.6,88.7,5,Budget,520000,8.0,7.5,64.0,1
Maruti Suzuki,Hatchback,2008,2,Petrol,Manual,1.5,120.0,Fair,2,Private,18.0,80.0,5,Budget,130000,18.2,6.6,331.2,1
Nissan,Sedan,2014,1,Petrol,Manual,1.5,37.0,Excellent,1,Private,17.0,97.7,5,Budget,550000,12.2,3.0,148.8,1
Ford,SUV,2018,12,Petrol,Manual,1.5,15.0,Excellent,1,Private,17.0,121.4,5,Mid-Range,910000,7.3,2.1,53.3,2
Nissan,Hatchback,2015,3,Petrol,Manual,1.2,80.0,Good,1,Private,19.5,67.0,5,Budget,300000,11.1,7.2,123.2,1
Maruti Suzuki,Hatchback,2016,7,Petrol + CNG,Manual,1.0,140.0,Excellent,1,Private,20.5,67.0,5,Budget,350000,9.8,14.3,96.0,1
Mahindra,Hatchback,2013,1,Diesel,Manual,2.7,70.0,Good,1,Private,12.8,162.0,7,Mid-Range,900000,13.2,5.3,174.2,2
Mahindra,Sedan,2013,2,Diesel,Manual,1.5,120.0,Good,2,Taxi,17.2,100.0,7,Mid-Range,300000,13.2,9.1,174.2,2
Maruti Suzuki,Sedan,2010,1,Diesel,Manual,1.2,110.0,Good,2,Private,21.1,73.9,5,Budget,250000,16.2,6.8,262.4,1
Hyundai,SUV,2017,8,Diesel + CNG,Manual,1.6,37.0,Excellent,1,Bharat,19.7,126.2,5,Mid-Range,1100000,8.7,4.3,75.7,2
Renault,Hatchback,2016,5,Petrol,Manual,0.8,44.0,Excellent,1,Private,25.2,53.3,5,Budget,270000,9.9,4.4,98.0,1
Maruti Suzuki,MUV,2015,8,Diesel,Manual,1.2,80.0,Excellent,1,Private,20.8,88.8,7,Budget,640000,10.7,7.5,114.5,1
Mahindra,SUV,2015,3,Diesel,Manual,2.2,125.0,Good,1,Private,15.1,140.0,7,Mid-Range,650000,11.1,11.3,123.2,2
Maruti Suzuki,Minivan,2017,12,Petrol + CNG,Manual,1.2,13.5,Excellent,1,Private,15.4,73.0,5,Budget,409999,8.3,1.6,68.9,1
Hyundai,Hatchback,2011,7,Petrol,Manual,1.1,75.0,Good,1,Private,17.9,62.1,5,Mid-Range,165000,14.8,5.1,219.0,2
Hyundai,SUV,2007,8,Petrol,Manual,1.5,120.0,Fair,2,Private,13.2,94.0,5,Mid-Range,80000,18.7,6.4,349.7,2
Mahindra,SUV,2012,6,Diesel,Manual,2.2,120.0,Fair,1,Private,15.1,140.0,7,Mid-Range,535000,13.8,8.7,190.4,2
Toyota,MUV,2013,7,Diesel,Manual,2.5,70.0,Excellent,1,Private,13.0,100.6,7,Mid-Range,700000,12.8,5.5,163.8,2
Maruti Suzuki,Sedan,2013,12,Diesel,Manual,1.2,70.0,Fair,1,Private,23.4,74.0,5,Budget,550000,12.3,5.7,151.3,1
Honda,Sedan,2019,2,Petrol,Automatic,1.2,15.0,Excellent,1,Private,19.0,88.8,5,Mid-Range,680000,7.2,2.1,51.8,2
Hyundai,Hatchback,2009,8,Petrol,Manual,1.2,53.0,Good,2,Private,20.4,78.9,5,Mid-Range,200000,16.7,3.2,278.9,2
Maruti Suzuki,Sedan,2014,5,Diesel,Manual,1.2,120.0,Good,2,Private,23.4,74.0,5,Budget,500000,11.9,10.1,141.6,1
Maruti Suzuki,MUV,2016,7,Diesel,Manual,1.2,70.0,Good,1,Private,24.5,88.5,7,Budget,1000000,9.8,7.1,96.0,1
Hyundai,Sedan,2008,1,Petrol,Manual,1.3,120.0,Poor,2,Private,14.2,82.9,5,Mid-Range,110000,18.2,6.6,331.2,2
Hyundai,Hatchback,2012,5,Petrol,Manual,1.2,100.0,Excellent,2,Taxi,18.5,80.0,5,Mid-Range,320000,13.9,7.2,193.2,2
Tata,Hatchback,2005,1,Diesel,Manual,1.5,110.0,Good,2,Private,18.0,80.0,5,Budget,75000,21.2,5.2,449.4,1
Maruti Suzuki,Hatchback,2015,12,Petrol,Manual,1.2,100.0,Good,1,Private,20.4,83.1,5,Budget,350000,10.3,9.7,106.1,1
Tata,SUV,2013,8,Diesel,Manual,1.4,162.5,Fair,1,Private,19.4,70.0,5,Budget,170000,12.7,12.8,161.3,1
Hyundai,Hatchback,2017,4,Diesel,Manual,1.4,39.0,Excellent,1,Taxi,22.5,88.7,5,Mid-Range,800000,9.0,4.3,81.0,2
Maruti Suzuki,Hatchback,2017,4,Diesel,Manual,1.2,75.0,Good,1,Private,26.8,74.0,5,Budget,500000,9.0,8.3,81.0,1
Tata,Hatchback,2017,2,Diesel,Automatic,2.2,50.0,Excellent,1,Private,17.6,153.9,7,Budget,1380000,9.2,5.4,84.6,1
Mahindra,MUV,2019,5,Diesel,Manual,1.5,40.0,Excellent,1,Taxi,17.3,121.0,8,Mid-Range,1300000,6.9,5.8,47.6,2
Hyundai,Sedan,2013,1,Diesel,Manual,1.6,92.5,Good,1,Private,22.3,126.3,5,Mid-Range,530000,13.2,7.0,174.2,2
Maruti Suzuki,Sedan,2012,9,Diesel,Manual,1.2,158.0,Fair,1,Private,23.4,74.0,5,Budget,360000,13.6,11.6,185.0,1
Maruti Suzuki,Sedan,2012,5,Diesel,Manual,1.2,120.0,Good,1,Private,19.3,73.9,5,Budget,310000,13.9,8.6,193.2,1
Honda,Sedan,2015,6,Diesel,Manual,1.5,50.0,Good,2,Private,26.0,98.6,5,Mid-Range,725000,10.8,4.6,116.6,2
Maruti Suzuki,Sedan,2012,2,Diesel,Manual,1.2,110.0,Good,1,Private,19.3,73.9,5,Budget,340000,14.2,7.7,201.6,1
Hyundai,MUV,2017,10,Diesel,Manual,1.2,2.0,Excellent,2,Private,25.4,74.0,5,Mid-Range,550000,8.5,0.2,72.2,2
Toyota,SUV,2011,10,Diesel,Manual,3.0,181.0,Good,2,Private,11.5,171.0,7,Mid-Range,1150000,14.5,12.5,210.2,2
Tata,Hatchback,2016,1,Diesel,Manual,1.0,70.0,Good,1,Taxi,27.3,69.0,5,Budget,380000,10.2,6.9,104.0,1
Nissan,Sedan,2013,4,Petrol,Automatic,1.5,90.0,Excellent,2,Private,18.0,99.6,5,Budget,350000,13.0,6.9,169.0,1
Hyundai,Hatchback,2019,7,Petrol,Manual,1.2,2.0,Excellent,1,Private,18.6,81.9,5,Mid-Range,610000,6.8,0.3,46.2,2
Maruti Suzuki,Sedan,2015,6,Petrol,Manual,1.2,20.0,Excellent,1,Private,20.8,83.1,5,Budget,525000,10.8,1.9,116.6,1
Toyota,MUV,2011,10,Diesel,Manual,2.5,120.0,Good,1,Private,12.8,102.0,7,Mid-Range,480000,14.5,8.3,210.2,2
Mahindra,SUV,2017,1,Diesel + CNG,Manual,2.5,35.0,Excellent,1,Private,16.6,105.0,6,Mid-Range,780000,9.2,3.8,84.6,2
Maruti Suzuki,Sedan,2012,1,Diesel,Manual,1.2,193.0,Fair,1,Private,19.3,73.9,5,Budget,320000,14.2,13.6,201.6,1
Maruti Suzuki,Hatchback,2014,8,Petrol,Manual,1.2,80.0,Good,1,Private,20.4,81.8,5,Budget,375000,11.7,6.8,136.9,1
Datsun,Hatchback,2019,4,Petrol,Manual,1.2,40.0,Excellent,1,Private,19.0,67.0,5,Budget,300000,7.0,5.7,49.0,1
Hyundai,Hatchback,2015,5,Diesel,Manual,1.4,70.0,Good,4,Taxi,22.5,88.7,5,Mid-Range,500000,10.9,6.4,118.8,2
Mahindra,SUV,2011,7,Diesel,Manual,2.2,122.4,Good,1,Private,12.0,120.0,9,Mid-Range,404000,14.8,8.3,219.0,2
Tata,Hatchback,2015,8,Diesel,Manual,3.0,75.0,Excellent,1,Bharat,14.1,69.0,7,Budget,500000,10.7,7.0,114.5,1
Tata,Hatchback,2017,10,Diesel,Manual,1.0,120.0,Good,1,Private,27.3,69.0,5,Budget,350000,8.5,14.1,72.2,1
Tata,Sedan,2015,7,Petrol + CNG,Manual,1.2,40.0,Excellent,1,Private,17.6,88.7,5,Budget,380000,10.8,3.7,116.6,1
Hyundai,Hatchback,2008,2,Petrol,Manual,1.5,95.2,Fair,3,Private,13.2,94.0,5,Mid-Range,114999,18.2,5.2,331.2,2
Honda,Hatchback,2014,4,Petrol,Manual,1.2,33.0,Fair,1,Private,19.4,86.8,5,Mid-Range,335000,12.0,2.8,144.0,2
Hyundai,Hatchback,2015,10,Petrol,Automatic,1.2,63.1,Excellent,1,Private,18.9,82.0,5,Mid-Range,465000,10.5,6.0,110.2,2
Tata,Hatchback,2012,12,Diesel,Manual,1.2,60.0,Excellent,1,Private,21.0,88.8,5,Budget,290000,13.3,4.5,176.9,1
Maruti Suzuki,Sedan,2005,1,Petrol,Manual,0.8,45.0,Good,2,Taxi,19.7,46.3,5,Budget,110000,21.2,2.1,449.4,1
Tata,SUV,2011,10,Diesel,Manual,2.2,80.0,Good,3,Private,11.6,138.1,7,Budget,450000,14.5,5.5,210.2,1
Mahindra,Hatchback,2009,9,Diesel,Manual,2.5,170.0,Fair,2,Private,13.6,63.0,7,Mid-Range,400000,16.6,10.2,275.6,2
Mahindra,Hatchback,2007,3,Diesel,Manual,2.5,207.9,Good,2,Private,13.6,63.0,7,Mid-Range,210000,19.1,10.9,364.8,2
Mercedes-Benz,Sedan,2018,12,Diesel,Automatic,2.1,8.0,Excellent,1,Private,17.9,170.0,5,Premium,4600000,7.3,1.1,53.3,3
Maruti Suzuki,Minivan,2016,3,Petrol,Manual,0.8,35.0,Good,1,Bharat,16.8,34.2,8,Budget,220000,10.1,3.5,102.0,1
Hyundai,Hatchback,2017,10,Petrol,Manual,1.2,35.0,Excellent,1,Private,18.9,82.0,5,Mid-Range,450000,8.5,4.1,72.2,2
Hyundai,Hatchback,2017,9,Petrol,Manual,1.2,35.0,Excellent,1,Private,18.9,82.0,5,Mid-Range,450000,8.6,4.1,74.0,2
Hyundai,Hatchback,2013,10,Petrol,Automatic,1.2,50.0,Excellent,1,Private,17.0,78.9,5,Mid-Range,290000,12.5,4.0,156.2,2
Maruti Suzuki,Hatchback,2016,3,Petrol,Manual,1.2,20.0,Good,1,Private,20.4,81.8,5,Budget,520000,10.1,2.0,102.0,1
Hyundai,Hatchback,2011,8,Petrol,Automatic,1.2,20.0,Good,1,Private,17.0,78.9,5,Mid-Range,265000,14.7,1.4,216.1,2
Maruti Suzuki,Hatchback,2012,2,Petrol + CNG,Manual,1.2,50.0,Good,2,Private,18.6,85.8,5,Budget,330000,14.2,3.5,201.6,1
Maruti Suzuki,Hatchback,2012,3,Petrol,Manual,1.2,50.0,Excellent,2,Private,18.6,85.8,5,Budget,330000,14.1,3.5,198.8,1
Mahindra,Sedan,2014,2,Diesel,Manual,2.5,120.0,Good,1,Private,16.0,62.1,7,Mid-Range,509999,12.2,9.8,148.8,2
Hyundai,Sedan,2014,1,Petrol + CNG,Manual,1.6,70.0,Excellent,1,Private,17.1,121.3,5,Mid-Range,500000,12.2,5.7,148.8,2
Hyundai,Hatchback,2015,2,Petrol,Manual,1.2,50.0,Good,1,Private,17.2,81.9,5,Mid-Range,525000,11.2,4.5,125.4,2
Maruti Suzuki,Hatchback,2019,8,Petrol,Manual,1.2,16.5,Excellent,1,Private,21.0,81.8,5,Budget,675000,6.7,2.5,44.9,1
Hyundai,Hatchback,2010,9,Petrol,Manual,1.2,70.0,Excellent,1,Private,17.0,80.0,5,Mid-Range,300000,15.6,4.5,243.4,2
Maruti Suzuki,Hatchback,2005,2,Petrol,Manual,0.8,99.4,Fair,2,Taxi,19.7,46.3,5,Budget,90000,21.2,4.7,449.4,1
Maruti Suzuki,Sedan,2017,7,Diesel,Manual,1.2,25.0,Good,1,Private,26.6,74.0,5,Budget,650000,8.8,2.8,77.4,1
Maruti Suzuki,Sedan,2014,5,Petrol,Manual,1.2,70.0,Excellent,2,Taxi,19.1,85.8,5,Budget,409000,11.9,5.9,141.6,1
Hyundai,Hatchback,2015,3,Diesel,Manual,1.1,80.0,Good,2,Taxi,24.0,70.0,5,Mid-Range,395000,11.1,7.2,123.2,2
Maruti Suzuki,Hatchback,2010,9,Petrol,Manual,1.5,70.0,Fair,2,Private,18.0,80.0,5,Budget,215000,15.6,4.5,243.4,1
Maruti Suzuki,Sedan,2014,6,Petrol,Manual,1.2,70.0,Fair,2,Private,19.1,85.8,5,Budget,400000,11.8,5.9,139.2,1
Chevrolet,Hatchback,2012,11,Petrol,Manual,1.2,60.0,Excellent,3,Private,18.6,79.4,5,Budget,120000,13.4,4.5,179.6,1
Tata,Sedan,2018,1,Petrol,Automatic,1.2,10.0,Excellent,1,Private,20.3,84.0,5,Budget,645000,8.2,1.2,67.2,1
Maruti Suzuki,SUV,2006,5,Petrol,Manual,0.8,80.0,Poor,1,Private,16.1,37.0,4,Budget,81000,19.9,4.0,396.0,1
Honda,Sedan,2017,7,Diesel,Manual,1.5,30.0,Excellent,1,Private,25.6,97.9,5,Mid-Range,1300000,8.8,3.4,77.4,2
Honda,Sedan,2017,4,Diesel,Manual,1.5,33.0,Excellent,1,Private,25.6,97.9,5,Mid-Range,1250000,9.0,3.7,81.0,2
Maruti Suzuki,MUV,2013,8,Petrol,Manual,1.4,90.0,Fair,3,Private,16.0,93.7,7,Budget,535000,12.7,7.1,161.3,1
Nissan,SUV,2014,10,Diesel,Manual,1.5,80.1,Good,2,Bharat,19.0,108.5,5,Budget,555000,11.5,7.0,132.2,1
Honda,Sedan,2014,5,Petrol,Manual,1.5,120.0,Good,1,Private,17.4,117.3,5,Mid-Range,725000,11.9,10.1,141.6,2
Mahindra,Sedan,1983,9,Diesel,Manual,1.5,10.0,Poor,3,Taxi,18.0,80.0,5,Mid-Range,300000,42.6,0.2,1814.8,2
Renault,Hatchback,2016,9,Petrol,Manual,0.8,40.0,Excellent,1,Private,25.2,53.3,5,Budget,229999,9.6,4.2,92.2,1
Toyota,MUV,2013,9,Diesel,Manual,2.5,160.0,Good,2,Private,13.0,100.6,8,Mid-Range,800000,12.6,12.7,158.8,2
Maruti Suzuki,Hatchback,2017,1,Petrol,Manual,1.0,47.0,Good,1,Private,20.5,67.0,5,Budget,409999,9.2,5.1,84.6,1
Hyundai,SUV,2018,2,Diesel,Manual,1.4,25.0,Excellent,1,Bharat,21.4,88.7,5,Mid-Range,1210000,8.2,3.0,67.2,2
Tata,Hatchback,2017,3,Petrol + CNG,Manual,1.2,26.0,Excellent,1,Private,23.8,84.0,5,Budget,400000,9.1,2.9,82.8,1
Hyundai,Hatchback,2018,4,Diesel,Manual,1.2,29.0,Excellent,1,Private,24.0,74.0,5,Mid-Range,520000,8.0,3.6,64.0,2
Maruti Suzuki,Hatchback,2016,10,Petrol + CNG,Automatic,1.2,50.0,Excellent,1,Taxi,21.4,83.1,5,Budget,650000,9.5,5.3,90.2,1
Maruti Suzuki,Hatchback,2011,9,Petrol,Manual,1.3,58.0,Good,3,Private,16.1,88.2,5,Budget,325000,14.6,4.0,213.2,1
Maruti Suzuki,Sedan,2012,10,Petrol,Automatic,1.2,120.0,Good,1,Private,17.4,85.8,5,Budget,420000,13.5,8.9,182.2,1
Maruti Suzuki,Hatchback,2014,6,Petrol,Manual,1.2,50.0,Excellent,1,Bharat,20.4,81.8,5,Budget,400000,11.8,4.2,139.2,1
Hyundai,Hatchback,2010,1,Petrol,Manual,1.2,80.0,Excellent,4,Taxi,17.0,80.0,5,Mid-Range,254999,16.2,4.9,262.4,2
Maruti Suzuki,Hatchback,2003,12,Petrol + CNG,Manual,1.0,60.0,Fair,4,Private,17.3,60.0,5,Budget,65000,22.3,2.7,497.3,1
Maruti Suzuki,Hatchback,2017,9,Petrol + CNG,Manual,1.0,36.0,Good,1,Private,23.1,67.0,5,Budget,351000,8.6,4.2,74.0,1
Toyota,MUV,2007,6,Diesel,Manual,2.5,120.0,Good,3,Bharat,12.8,102.0,8,Mid-Range,404000,18.8,6.4,353.4,2
Maruti Suzuki,Hatchback,2011,4,Diesel,Manual,1.2,185.0,Good,3,Bharat,21.1,73.9,5,Budget,185000,15.0,12.3,225.0,1
Nissan,Hatchback,2011,4,Diesel,Manual,1.5,50.0,Good,1,Private,23.1,63.1,5,Budget,250000,15.0,3.3,225.0,1
Maruti Suzuki,Sedan,2002,3,Petrol,Manual,1.0,100.0,Fair,4,Private,17.3,60.0,5,Budget,60000,24.1,4.1,580.8,1
Hyundai,Sedan,2013,7,Petrol,Manual,1.6,50.0,Good,2,Private,17.1,121.3,5,Mid-Range,500000,12.8,3.9,163.8,2
Maruti Suzuki,SUV,2007,3,Petrol,Manual,1.0,80.0,Good,2,Private,18.2,67.1,5,Budget,85000,19.1,4.2,364.8,1
Hyundai,Hatchback,2005,2,Petrol,Manual,1.5,60.0,Fair,2,Private,18.0,80.0,5,Mid-Range,85000,21.2,2.8,449.4,2
Maruti Suzuki,Sedan,2005,10,Petrol + CNG,Manual,0.8,80.0,Fair,4,Private,19.7,46.3,5,Budget,85000,20.5,3.9,420.2,1
Maruti Suzuki,Sedan,2011,8,Diesel,Manual,1.2,90.0,Good,4,Private,19.3,73.9,5,Budget,265000,14.7,6.1,216.1,1
Maruti Suzuki,Hatchback,2010,4,Petrol,Manual,1.0,162.0,Fair,2,Private,19.0,66.1,5,Budget,130000,16.0,10.1,256.0,1
Maruti Suzuki,MUV,2013,8,Diesel,Manual,1.2,110.0,Good,3,Private,20.8,88.8,7,Budget,480000,12.7,8.7,161.3,1
Maruti Suzuki,Hatchback,2008,1,Diesel,Manual,1.2,120.0,Good,3,Private,17.8,75.0,5,Budget,170000,18.2,6.6,331.2,1
Nissan,Hatchback,2011,5,Diesel,Manual,1.5,45.0,Fair,1,Private,23.1,63.1,5,Budget,275000,14.9,3.0,222.0,1
Maruti Suzuki,Hatchback,2005,9,Petrol,Manual,1.0,90.0,Fair,2,Bharat,18.9,67.1,5,Budget,89000,20.6,4.4,424.4,1
Ford,Hatchback,2010,1,Diesel,Manual,1.4,90.0,Excellent,2,Taxi,20.0,68.0,5,Mid-Range,170000,16.2,5.6,262.4,2
Mahindra,SUV,2019,11,Petrol,Manual,1.2,16.5,Excellent,1,Private,17.0,110.0,5,Mid-Range,1090000,6.4,2.6,41.0,2
Hyundai,SUV,2017,4,Diesel,Automatic,1.6,67.0,Excellent,1,Taxi,17.0,126.2,5,Mid-Range,1100000,9.0,7.4,81.0,2
Maruti Suzuki,Hatchback,2018,6,Petrol,Manual,1.2,52.0,Excellent,1,Private,22.0,81.8,5,Budget,610000,7.8,6.7,60.8,1
Datsun,Hatchback,2016,10,Petrol,Manual,1.2,40.0,Excellent,1,Private,20.6,67.0,5,Budget,335000,9.5,4.2,90.2,1
Hyundai,Hatchback,2015,8,Petrol,Manual,1.2,40.0,Excellent,1,Bharat,18.9,82.0,5,Mid-Range,434999,10.7,3.7,114.5,2
Toyota,SUV,2018,3,Diesel,Manual,2.8,35.0,Excellent,1,Private,14.2,174.5,7,Mid-Range,3000000,8.1,4.3,65.6,2
Renault,Hatchback,2018,5,Petrol,Manual,0.8,13.0,Excellent,1,Private,20.7,53.3,5,Budget,390000,7.9,1.6,62.4,1
Honda,Hatchback,2012,7,Petrol,Manual,1.2,40.0,Good,1,Private,18.5,86.8,5,Mid-Range,325000,13.8,2.9,190.4,2
Volkswagen,MUV,2019,1,Petrol,Manual,1.2,10.0,Excellent,1,Private,17.0,73.8,5,Mid-Range,640000,7.2,1.4,51.8,2
Nissan,Sedan,2012,7,Petrol,Manual,1.5,9.0,Good,1,Private,17.0,97.7,5,Budget,450000,13.8,0.7,190.4,1
Toyota,SUV,2013,12,Diesel + CNG,Manual,1.4,70.0,Excellent,2,Bharat,23.6,67.1,5,Mid-Range,400000,12.3,5.7,151.3,2
Hyundai,Hatchback,2009,11,Petrol,Manual,1.2,60.0,Good,1,Private,20.4,78.9,5,Mid-Range,215000,16.4,3.7,269.0,2
Renault,SUV,2014,8,Diesel,Manual,1.5,40.0,Good,1,Taxi,20.4,83.8,5,Budget,570000,11.7,3.4,136.9,1
Mahindra,SUV,2012,8,Diesel,Manual,2.2,93.0,Good,1,Taxi,15.1,140.0,7,Mid-Range,680000,13.7,6.8,187.7,2
Toyota,MUV,2008,9,Diesel,Manual,2.5,80.0,Good,4,Private,12.8,102.0,7,Mid-Range,325000,17.6,4.5,309.8,2
Tata,Hatchback,2011,6,Electric (EV),Manual,1.2,50.0,Excellent,2,Private,15.6,64.1,5,Budget,150000,14.8,3.4,219.0,1
